,Name
254,Deep Convolutional Inverse Graphics Network
255,Deep generative model
256,Deep learning
257,Deep neural network
258,Deep Q-learning
259,Deep reinforcement learning
260,Deep Residual Network
261,Deep Thought (chess computer)
262,Defensive distillation
263,Delayed Q-learning
264,DENDRAL
265,Denoising AutoEncoder
266,Depth-First Branch-And-Bound
267,Depth-limited search
268,derivatives
269,Description logics
270,Detection error tradeoff
271,Dialogue System
272,Differentiable neural computer
273,Differential entropy
274,Digital signal processing
275,Dijkstra's algorithm
276,Dimension reduction
277,Dimensionality reduction
278,Direct utility estimation
279,Directed acyclic graph
280,Dirichlet distribution
281,DiscoGAN
282,Discrete choice
283,"Discrete cosine transform,"
284,Discriminative Model
285,Disjunctive normal form
286,Distributed case-based reasoning
287,Distributed computing
288,Divisive clustering
289,Document classification
290,Document layout analysis
291,Domain splitting
292,Double Q-learning
293,Downsampling
294,Drones
295,Dropout
296,Dual learning for machine translation
297,DualGAN
298,Dynamic backtracking
299,Dynamic Bayesian (belief) network
300,Dynamic decision network
301,Dynamic programming
302,Dynamic time warping
303,Early Stopping
304,Echo state network
305,Eclat
306,Edge Computing
307,Edge detection
308,Eigen decomposition
309,Eigenface
310,Elastic net
311,Elementwise Operations
312,Elman network
313,EM Expectation–Maximization
314,Embedded system
315,Embodied agent
316,Empirical likelihood
317,Encode-Interaction-Pointer
318,Encoding Layer
319,Energy Based GAN
320,ENhanced I-ELM
321,Enhanced learning
322,Ensemble learning
323,Ensemble methods
324,Entropy encoding
325,Epochs
326,Ergodic Theory
327,Ethereum
328,Euclidean distance
329,Evolutionary computation
330,Expectation Maximization Algorithm
331,Expectation-Maximization
332,Expert network
333,logical reasoning
334,Exponential linear unit
335,Extended Kalman filter
336,Extensive-form game
337,Extremal Graph Theory
338,Extreme Learning Machine
339,Extreme programming
340,Facial recognition
341,Factor analysis
342,Factored language model
343,Factored representation
344,Factorization
345,Factorization Machines
346,Fail-soft alpha-beta
347,False negative
348,False positive
349,fastText
350,Feature construction
351,Feature engineering
352,feature extraction
353,Feature selection
354,Feature Visualization
355,Feed-forward neural network
356,f-GAN
357,Filter Learning
358,Finite-state machine
359,First-order logic
360,Fisher information
361,Fixed-radius near neighbors
362,FloatBoosting
363,Fog Computing
364,Forget gate
365,Formal concept analysis
366,Forward Sequential Selection
367,Fourier analysis
368,Fourier transform
369,FP-growth
370,Freedman's paradox
371,Frequent pattern mining
372,Friedman test
373,Frobenius Norm
374,F-test
375,Function problem
376,Functional analysis
377,Fuzzy clustering
378,Fuzzy Markov decision processes
379,Game theory
380,Game tree
381,Gated recurrent Units
382,Gaussian distribution
383,Gaussian Mixture Model
384,Gaussian process learning
385,Gaussian Processes
386,General Problem Solver
387,Generalized Linear Models
388,Generative Adversarial Networks
389,Generative Adversarial Parallelization
390,Generative Model
391,Generative moment matching network
392,Genetic algorithm
393,Genetic programming
394,GentleBoost
395,Gibbs sampling
396,GLA Generative Learning Algorithm
397,global optimum
398,Global Workspace Theory
399,GloVe
400,Glove problem
401,GloVec
402,GMM Clustering using Gaussian Mixture Models
403,GoogLeNet
404,GPS: The Global Positioning System
405,Gradient boosting
406,Gradient Descent
407,Gradient masking
408,Gradient method
409,Graph minor theory
410,Graph search algorithms
411,Graph theory
412,Graphical model
413,Greedy (heuristic) algorithm
414,Grid search
415,Growth function
416,Hamiltonian paths
417,Hamilton-Jacobi-Bellman equation
418,Hammersley–Clifford theorem
419,Handwritten (digit) recognition
420,Hartley's law
421,Hash function
422,HashNet
423,hearing aid
424,Heaviside step function
425,Hebbian learning (theory)
426,Helmholtz Machine
427,Herbrand interpretation
428,Herbrand Logic
429,Heterogeneous Information Network
430,Heteroscedasticity
431,Heuristic Path Algorithm
432,Heuristic search
433,Hexapod robot
434,Hidden dynamic model
435,Hidden Markov models (HMM)
436,Hierarchical abstract machines
437,Hierarchical clustering
438,Hierarchical control system
439,Hierarchical reinforcement learning
440,Hierarchical search
441,Hierarchical task network planning
442,Hierarchical temporal memory
443,Higher-order logic
444,Hilbert space
445,Hill climbing (algorithm)
446,hinge loss
447,Histogram Equalization
448,Home automation
449,Homoscedasticity
450,Hopfield network
451,Huffman coding
452,Human action recognition
453,Human-computer interaction
454,Humanoid robot
455,human-robot interactions
456,Hybrid database
457,Hyperlink-Induced Topic Search
458,Hyperparameter
459,Hyperparameter optimization
460,Hyperplane separation theorem
461,Hyphenation
462,IBM Watson
463,ID3 decision tree
464,ID4.5
465,Identity uncertainty
466,Image captioning
467,Image compression
468,Image enhancement
469,Image extraction
470,Image formation
471,Image processing
472,Image reconstruction
473,Image restoration
474,Image retrieval
475,Image scaling
476,Image search‎
477,Image segmentation
478,ImageNet
479,Imitation learning
480,importance sampling
481,imprecise computation
482,Incremental Extreme Learning Machine
483,Incremental learning
484,incremental SVM
485,Independent Component Analysis
486,Independent subspace analysis
487,Indoor Positioning
488,Inductive Learning
489,Inductive logic programming
490,Inductive probability
491,Inductive reasoning
492,Industrial robot
493,Inference engine
494,InfoGAN
495,Information entropy
496,Information extraction
497,Information gain (Ratio)
498,Information gathering agent
499,Information Retrieval
500,Information theory
501,informed （heuristic）search
502,Informedness
503,Initial Coin Offering
504,inside-outside algorithm
505,Integral windup
506,Intelligent agent
507,Intelligent tutoring system
508,Interactive proof system
509,Intercausal reasoning
510,Internet of Things
511,Interval estimation
512,Invariant theory
513,Inverse Reinforcement Learning
514,Inverse transform sampling
515,IRGAN
516,Island-driven search
517,ISODATA (Iterative Selforganizing Data Analysis)
518,Isometric Mapping
519,Isotonic regression
520,iterated local search
521,iteration
522,Iterative deepening A*
523,Iterative deepening search
524,Jarrow–Turnbull model
525,Joint probability distribution
526,Kalman Filter
527,Karpinski-Macintyre theorem
528,Katz's back-off model
529,K-dimensional Tree
530,Kernel function
531,Kernel PCA
532,Kernel Relevant Component Analysis
533,Kernel ridge regression
534,KL-ONE
535,k-means clustering
536,k-medois clustering
537,k-nearest neighbor
538,Knowledge base
539,Knowledge based recommender system
540,Knowledge Discovery in Database
541,Knowledge Engineering Environment
542,Knowledge extraction
543,Knowledge graph
544,Knowledge representation
545,Knowledge Visualization
546,Knowledge-level debugging
547,Kruskal's algorithm
548,KRYPTON
549,Kullback–Leibler divergence
550,Ladder variational autoencoders
551,LambdaMART
552,LambdaRank
553,Lanczos resampling
554,Language identification
555,Language models
556,Laplace smoothing
557,Laplacian Pyramid GAN
558,Latent Dirichlet Allocation
559,Latent semantic analysis
560,Latent varibles
561,Layer Normalization
562,Lazy Bayesian Rules
563,LeakyReLU
564,Learning automata
565,learning curve
566,Learning rate
567,Learning to hash
568,Learning to rank
569,Learning vector quantization (LVQ)
570,Least squares
571,Least Squares GAN
572,Leibniz integral rule
573,LeNet
574,Lexical analysis
575,Likelihood function
576,Limited dependent variable
577,Line search
578,Linear and Quadratic Discriminant Analysis
579,Linear classifier
580,Linear Discriminant Analysis
581,Linear Predictive Coding
582,linear programming
583,Linear Regression (function)
584,Linear search
585,Link analysis
586,Linked Data
587,Lipschitz density
588,Liquid State Machine
589,LISP
590,Local optimum
591,Local search
592,Locality sensitive hashing
593,Localization
594,Locally Linear Embedding
595,Logic
596,logic programming
597,Monte Carlo method
598,Logic theory machine
599,
600,Logico-linguistic modeling
601,Logistic distribution
602,Logistic model tree
603,Logistic Regression (function)
604,Log-linear model
605,Long-distance dependencies
606,Long-Short Term Memory
607,Loop Detection
608,Loss function
609,Loss-Sensitive GAN
610,Lowest-cost-first search
611,LPBoost
612,L-softmax
613,L-system
614,Machine Learning
615,Machine reading (comprehension)
616,Machine translation
617,Mallows's Cp
618,Manifold learning
619,Manifold Regularization
620,Mapping
621,Margin Adaptation for GAN
622,Marginal probability
623,Market Basket Analysis
624,Markov blanket
625,Markov chain
626,Markov Chain Monte Carlo
627,Markov decision process
628,Markov localization
629,Markov Logic Network
630,Markov models
631,Markov property
632,Markov Random Field
633,mask estimation
634,Mask R-CNN
635,Matrix estimation
636,Matrix Factorization
637,Maximum A Posteriori (probability) estimation
638,Maximum entropy Markov model
639,Maximum Entropy Modeling
640,Maximum Likelihood Estimation
641,Maximum Mean Discrepancy
642,MAXQ value function decomposition
643,Mean field theory
644,Mean-Shift Clustering
645,Mean-Variance Normalization
646,Median Filtering
647,memory-augmented neural networks
648,Memory-enhanced Test Driver with node n and value f
649,Meta learning
650,Meta-interpreter
651,Metalanguage
652,Metric learning
653,Metropolis Hastings
654,Metropolis–Hastings algorithm
655,Microphone Array
656,MicroWorlds
657,MinHash
658,Minimax algorithm
659,Minimum description length (principle)
660,Minimum spanning tree
661,Mixture density network
662,Mixture of experts
663,Mobile robot
664,mobile robotics
665,MobileNet
666,mode collapse
667,Mode Regularized GAN
668,Model selection
669,Model-based reflex agent
670,Momentum
671,Monte Carlo localization
672,Naive Bayesian (classifier)
673,Monte Carlo Tree Search
674,Moore's law
675,Moral graph
676,Most general unifier
677,Motion (model) planning
678,Multi-agent decision network
679,Multi-agent planning
680,multi-agent systems
681,Multi-class classification
682,Multidimensional Scaling
683,Multifactor dimensionality reduction
684,Multi-kernel learning
685,Multilayer Perceptron
686,Multilinear algebra
687,Multilinear PCA
688,Multilinear subspace learning
689,Multimodal learning
690,Multinomial logit model
691,Multiple collinear problem
692,Multiple correspondence analysis
693,multiple linear regression
694,Multiple-path pruning
695,Multi-robot localization
696,Multi-task learning
697,Multivariable control
698,Music composition
699,mutual preferential independence
700,mutual utility independence
701,MXNet
702,MYCIN
703,NAdaBoost
704,Nadam
705,BFS (Breadth-first search)
706,Naive Bayes Tree
707,Depth-first search
708,Named entity recognition
709,Nash equilibrium
710,Natural language generation
711,Natural language processing
712,Natural Language Understanding(NLU)
713,Nearest neighbor regression
714,Nearest neighbor search
715,Nearest Neighbors
716,Negamax search
717,Neighbourhood Component Analysis
718,Neocognitron
719,Network Flow
720,Neural Dialogue Generation
721,Neural Machine Translation
722,Neural Network
723,Neural Network Language Models
724,Neural Turing Machine
725,neurogammon
726,Neuromorphic computing
727,neurons
728,neuroscience
729,Newton's method
730,n-gram models
731,No Free Lunch Theorem
732,no-forgetting agent
733,no-forgetting decision network
734,Noise
735,Non-cooperative game
736,non-deterministic (procedure) algorithm
737,Nonlinear dimensionality reduction
738,nonlinear planning
739,Nonlinear regression
740,non-negative matrix factorization
741,non-terminal symbol
742,Normal-form game
743,biomechanics
744,Notation 3 (Logic)
745,Novelty detection
746,NP-complete problem
747,NP-hard
748,n-tuple
749,Null-move heuristic
750,Nyquist ISI criterion
751,Nyquist–Shannon sampling theorem
752,object recognition
753,Objective function
754,object-oriented programming
755,Oblique decision tree
756,Occam's razor
757,Occupancy grid map
758,Offline/online computation
759,offline/online learning
760,on/off policy learning
761,One hot encoding
762,One shot learning
763,online learning
764,Online/Offline Planning
765,Ontological engineering
766,Ontology
767,Ontology extraction
768,Ontology learning
769,Ontology Web Language
770,ontology-based recommender system
771,OpenCL
772,OpenCV
773,OpenCyc
774,open-world assumption
775,operating system
776,Operations research
777,OPS5
778,Optical character recognition
779,optimal estimation
780,Optimization (problem)
781,Optimizer
782,optimizer's curse
783,Orders-of-magnitude reasoning
784,out of vocabulary
785,Overfitting
786,Oversampling
787,P/NP
788,PageRank
789,Pair programming
790,Pandemonium architecture
791,Parallel tempering
792,Parallelizing neural networks
793,parameter
794,parametric model
795,parse tree
796,part of speech (tagging)
797,Partial evaluation
798,Partial Regression
799,Partially observable Markov Decision Process
800,partial-order planning
801,Particle Swarm Optimization
802,Passive dynamics
803,passive learning
804,passive sensor
805,path planning
806,PatrolBot
807,pattern matching
808,Pattern Recognition
809,payoff matrix
810,Pepper (robot)
811,perception
812,perception layer
813,perceptron
814,perfect information game
815,Perfect rationality
816,perplexity
817,Personal knowledge base
818,physical symbol systems
819,PID controller
820,Planning
821,Planning Domain Definition Language
822,Point estimation
823,Policy Gradient Learning
824,policy iteration
825,policy network
826,policy search
827,polynomial regression
828,Pooling
829,Porter Stemming
830,Possibility theory
831,Possible world
832,Posterior probability
833,PPGAN
834,Speaker recognition
835,Pragmatics
836,Precision-recall curve
837,Prediction interval
838,preference elicitation
839,pReLU
840,Prim-Jarnik algorithm
841,Principal component analysis
842,Principal component regression
843,Principal variation search
844,prior knowledge
845,prior probability
846,Prisoner's dilemma
847,Proactive / Reactive Control
848,Probabilistic automata
849,Probabilistic context-free grammars
850,Probabilistic Forecast Verification
851,Probabilistic latent semantic analysis (pLSA) /indexing (pLSI)
852,Probabilistic Matrix Factorization
853,probabilistic models
854,Probability calibration
855,Probability distribution
856,Probability Graphical Model
857,Probably approximately correct learning
858,Product rule
859,Prolog
860,Prolog Technology Theorem Prover
861,Proportional Integral (PI) Control
862,propositional definite clauses
863,Propositional logic
864,Propositional/Boolean satisfiability
865,Proximal gradient method
866,Pruning
867,pseudocode
868,Pseudoinverse matrix
869,PSOLA (Pitch Synchronous Overlap and Add)
870,Pure Heuristic Search
871,PVLP (primary value learned value)
872,Q-function
873,Q-learning
874,Quadratic dynamical system
875,Quadratic Programming
876,Qualitative probabilistic network
877,Qualitative reasoning
878,Quantitative reasoning
879,Quantized Neural Network
880,Quantum computer
881,Quantum computing
882,Quantum finite automata
883,Quantum game theory
884,Quantum machine learning
885,Quantum Recommendation Systems
886,Quantum reinforcement learning
887,Quasi Newton method
888,Quasi-logical form
889,Quasi-maximum likelihood estimate
890,Query
891,Query language
892,Query processing
893,Query-Answer System
894,Question Answering
895,"Quick, Unbiased, Efficient Statistical Tree"
896,Q-value
897,Radial Basis Function (network)
898,Random Forest
899,Random naive Bayes
900,Random projection
901,Random ReLU
902,Random search
903,Random walk (model)
904,Randomized binary search tree
905,Randomized weighted majority
906,Rank Boost
907,Ranking SVM
908,RankNet
909,Ray tracing
910,RDF schema
911,Reactive planning
912,Reason maintenance (system)
913,Recommender system
914,Rectified Linear Unit
915,Recurrent neural network
916,Recursive best first search
917,Recursive neural network
918,Red–black tree
919,Refactoring
920,Regression analysis
921,Regression planning
922,Regression trees
923,Regularized Matrix Factorization
924,Rehabilitation robotics
925,Reinforcement learning
926,Rejection sampling
927,Relation extraction
928,Relational database
929,Relational Logic
930,Relevance vector machine (RVM)
931,Relevance-based learning
932,Relevant Component Analysis
933,Remote sensing‎
934,Representation learning
935,representation scheme
936,Reproducing Kernel Hilbert Space
937,Resampling
938,Rescorla-Wagner model
939,Reservoir computing
940,Residual Networks
941,Resource Description Framework
942,Restricted Boltzmann Machine
943,Restricted Isometry Property
944,Restricted maximum likelihood
945,reverse engineering
946,Reversible-jump Markov chain Monte Carlo
947,Rhythm learning
948,Ridge regression
949,Riesz representation theorem
950,Riesz–Markov–Kakutani representation theorem
951,RMSprop optimizer
952,Robot locomotion
953,Robot operating system
954,Robotics
955,Robotics middleware
956,ROC curve
957,Root mean square error
958,Rough set
959,Rule Engine
960,Rule-based machine translation
961,Rule-Oriented System for Implementing Expertise
962,Sammon mapping
963,Sample-rate conversion
964,SARSA
965,Sauer–Shelah lemma
966,Scale-invariant feature transform
967,Scheduling
968,Scoring rule
969,SEAdaBoost
970,Search (Problem solving)
971,Second-order optimization
972,Self-balancing binary search tree
973,self-driving
974,self-organizing incremental neural network
975,Self-organizing map
976,Semantic analytics
977,Semantic hashing
978,Semantic Learning
979,Semantic networks
980,Semantic web
981,Semantics
982,SemiBoost
983,Semi-Definite Programming
984,Semi-infinite programming
985,Semi-Markov Decision Processes
986,Semi-naive Bayes classifiers
987,Semi-restricted Boltzmann Machine
988,Semi-Supervised
989,Semi-Supervised Learning
990,sensitivity analysis
991,Sensorless planning
992,Sentence boundary disambiguation
993,Seq2Seq
994,SeqGAN
995,Sequential decision problem
996,Sequential game
997,Sequential quadratic programming
998,SETM algorithm
999,Sigmoid function
1000,Signal processing
1001,Similarity search
1002,Simple reflex agent
1003,Simplex algorithm
1004,Simplified memory-bounded A* search
1005,Simulated annealing
1006,Simultaneous localization and mapping
1007,Single-linkage clustering
1008,Single-stage decision network
1009,Singular Value Decomposition
1010,Singular Value Decomposition (SVD)
1011,Situated robotics (agent)
1012,Skip-gram
1013,slice sampling
1014,Social Network Analysis
1015,Soft decision tree
1016,soft robotics
1017,Softmax function
1018,Softmax GAN
1019,Softplus Function
1020,Software agent
1021,Spam detection
1022,Spanning tree
1023,Sparse approximation
1024,Sparse AutoEncoder
1025,Sparse dictionary learning
1026,Spatial-temporal reasoning
1027,syntactic analysis
1028,Normalization
1029,speaker verification
1030,Spectral Clustering
1031,Spectral Hashing
1032,speech enhancement
1033,Speech perception
1034,Speech processing
1035,Speech Recognition
1036,Speech synthesis
1037,Speech/Text segmentation
1038,Spelling correction
1039,Spiking neural network
1040,Splay tree
1041,Spline interpolation
1042,sss* algorithm
1043,Stability-plasticity dilemma
1044,Stacked Deconvolutional Network
1045,Stacked regression
1046,Stacking
1047,State-space planning/search
1048,Stationary robot
1049,Statistical distance
1050,Statistical learning (theory)
1051,Statistical machine translation
1052,Statistical model
1053,Statistical Natural Language Processing
1054,Statistical parsing
1055,Statistical signal processing
1056,Stemming
1057,Stochastic dynamic programming
1058,Stochastic Feature Mapping
1059,stochastic games
1060,Stochastic gradient descent
1061,Stochastic grammar
1062,Stochastic Local Search
1063,Stochastic maximum likelihood
1064,Stochastic Neighbor Embedding
1065,Stochastic Process
1066,Stochastic programming
1067,Stochastic simulation
1068,Stratified sampling
1069,streaming data
1070,String kernel
1071,STRIPS
1072,Structural risk minimization
1073,Structure learning
1074,Structured data analysis
1075,Structured knowledge representation
1076,Structured variational inference
1077,Student's t-distribution
1078,Student's t-test
1079,Subgame Perfect Equilibrium
1080,Subgame-perfect equilibrium
1081,Subsumption architecture
1082,Sufficient dimension reduction
1083,SuperParent TAN
1084,Supervised learning
1085,Support Vector Machines
1086,Swarm robotics
1087,Symbolic Artificial Intelligence (AI)
1088,Symbolic probabilistic inference
1089,Symmetric SNE
1090,Regularization
1091,tabu search
1092,Tango tree
1093,tanh function
1094,TanHyperbolic(tanh)
1095,TD-Gammon
1096,Temporal difference learning
1097,Temporal logic
1098,Tensor
1099,Tensor Analysis
1100,Tensor decomposition
1101,tensor field
1102,tensor network
1103,Tensor Processing Units
1104,Tensor software
1105,TensorBoard
1106,TensorFlow
1107,Test-driven development
1108,Text analytics
1109,text classification
1110,Text Mining
1111,Text Retrieval
1112,Textual case-based reasoning
1113,TF-IDF
1114,Theano
1115,Three-layer architecture
1116,Threshold logic unit
1117,time complexity
1118,Time delay neural network
1119,Time series prediction
1120,topic models
1121,Topicalization
1122,topology
1123,Toy problem/data
1124,Traditional classical machine learning
1125,trajectory planning
1126,Transductive learning
1127,Transfer learning
1128,Transform coding
1129,Transposition table
1130,travelling salesperson problem
1131,Treap(Tree+Heap)
1132,Tree Augmented Naive Bayes network
1133,tree CSP solver
1134,Tree decomposition
1135,True negative
1136,True positive
1137,Truth maintenance system
1138,t-SNE
1139,Turing Machine
1140,Turing Test
1141,Ubiquitous computing
1142,Uncertainty principle
1143,Underfitting
1144,Undersampling
1145,Undirected graphical model
1146,Uniform cost search
1147,uninformed search
1148,Univariate decision tree
1149,Unscented Kalman Filter
1150,Unsupervised learning
1151,Upper ontology
1152,Upsampling
1153,Utility-based agent
1154,Validation set
1155,Value iteration (network)
1156,Vanilla GAN
1157,Vanilla VAE
1158,Vanishing Gradient Problem
1159,Vapnik–Chervonenkis theory
1160,Variational autoencoder
1161,Variational autoencoder GAN
1162,Expert system
1163,Variational inference
1164,VC Dimension( Vapnik–Chervonenkis dimension)
1165,VCG mechanism
1166,Vector quantization
1167,Vector space model
1168,Version space (learning)
1169,VGG
1170,Video Captioning
1171,Virtual Adversarial Training
1172,Virtual reality
1173,Visual inference
1174,Viterbi algorithm
1175,Vocal tract length perturbation
1176,Voice assistant
1177,Von Neumann architecture
1178,VTLN vocal tract length normalization
1179,Ward's method
1180,Wasserstein GAN
1181,Wavelet analysis
1182,Weak AI
1183,Wearable computer
1184,Web search
1185,Webometrics
1186,Weight
1187,Weight normalization
1188,Welch's t-test
1189,Wireless sensor network
1190,Wirless sensing network
1191,Word embedding
1192,Word sense disambiguation
1193,word2vec
1194,WordNet
1195,Wrapper (data mining)
1196,Wumpus world AI
1197,XCON
1198,XGBoost
1199,XML
1200,xor
1201,XOR gate
1202,zebra puzzle
1203,Zero moment point
1204,Zero-shot learning
1205,zero-sum game
1206,Z-test
1207,α-EM
